,player_id,player_name,team_name,accuratecrosses,accuratecrossespercentage,accuratefinalthirdpasses,accuratelongballs,accuratelongballspercentage,accuratepasses,accuratepassespercentage,aerialduelswon,aerialduelswonpercentage,age,appearances,assists,bigchancescreated,bigchancesmissed,blockedshots(defensive),blockedshots(offensive),cleansheet(gk),cleansheet(df),clearances,crossesnotclaimed,detailed_positions,dribbledpast,errorleadtogoal,errorleadtoshot,expectedassists,expectedgoals,fouls,goalconversionpercentage,goals,goalsassistssum,goalsconceded,height_cm,inaccuratepasses,interceptions,keypasses,matchesstarted,minutesplayed,offsides,passtoassist,penaltiestaken,penaltyconversion,penaltygoals,position,preferred_foot,rating,redcards,savedshotsfrominsidethebox,saves,shotsontarget,successfuldribbles,successfuldribblespercentage,tackles,totalcross,totalduelswon,totalduelswonpercentage,totallongballs,totalpasses,totalshots,wasfouled,yellowcards,position_new
179,1534556,Syafiq Safiuddin Shariff,Brunei DPMM FC,3,20,29,11,34.38,291,80.39,13,38.24,22,23,0,0,1,7,0,0,0,59,0,DR,87,0,19,0.03,0.33,19,0,0,0,32,0,71,24,1,16,1354,0,0,0,0,0,D,0,6.23,0,0,0,0,8,53.33,6,15,57,23.27,32,362,2,3,3,D
180,825236,Shahrin Saberin,Tanjong Pagar United,0,0,13,14,46.67,114,74.03,4,57.14,30,9,0,0,0,3,0,0,0,7,0,"DC, DR",11,0,5,0.05,0,5,0,0,0,24,179,40,8,1,6,533,0,0,0,0,0,D,Right,6.16,0,0,0,0,3,100,3,0,18,40,30,154,0,5,5,D
185,984493,Matthew Silva,Tanjong Pagar United,0,0,6,31,50,110,75.86,6,100,34,9,0,0,0,0,0,1,2,8,0,GK,1,0,5,0,0,0,0,0,0,16,185,35,20,0,9,810,0,0,0,0,0,G,Right,7.26,0,26,39,0,0,0,0,0,9,75,62,145,0,2,1,GK
186,983851,Haimie Nyaring,Brunei DPMM FC,0,0,9,36,59.02,113,79.58,5,100,27,8,0,0,0,0,0,0,0,2,0,GK,3,0,2,0,0,0,0,0,0,15,173,29,6,0,8,720,0,0,0,0,0,G,Right,7.19,0,21,36,0,0,0,1,0,7,63.64,61,142,0,4,1,GK
187,60030,Kristijan Naumovski,Brunei DPMM FC,0,0,23,72,55.38,241,79.8,14,93.33,36,24,0,0,0,0,0,3,4,8,1,GK,3,0,5,0,0,0,0,0,0,46,190,61,20,0,24,2160,0,0,0,0,0,G,Right,7.15,1,73,115,0,0,0,0,0,15,71.43,130,302,0,7,2,GK
189,994797,Zharfan Rohaizad,Lion City Sailors,0,0,5,23,56.1,98,78.4,4,100,28,9,0,0,0,0,0,3,3,7,0,GK,0,0,1,0,0,0,0,0,0,11,180,27,19,0,9,810,0,0,0,0,0,G,Right,7.07,0,16,26,0,0,0,0,0,5,100,41,125,0,2,0,GK
190,830101,Izwan Mahbud,Lion City Sailors,0,0,35,82,64.06,388,87.78,4,80,34,22,0,0,0,0,0,9,9,9,1,GK,0,0,4,0,0,1,0,0,0,20,180,54,24,0,22,1980,0,0,0,0,0,G,Right,7.02,0,34,58,0,1,100,0,0,7,77.78,128,442,0,2,1,GK
191,1210185,Prathip Ekamparam,Tanjong Pagar United,0,0,0,15,48.39,140,85.89,8,100,23,10,0,0,0,0,0,0,1,8,0,GK,4,0,3,0,0,0,0,0,0,26,187,23,21,0,9,874,0,0,0,0,0,G,Right,6.92,0,24,43,0,0,0,0,0,11,73.33,31,163,0,2,0,GK
192,922347,Syazwan Buhari,Tampines Rovers,0,0,6,111,69.81,779,93.41,10,100,32,31,0,0,0,0,0,11,11,14,0,GK,4,0,4,0,0,0,0,0,0,37,172,55,38,0,31,2790,0,1,0,0,0,G,Right,6.91,0,38,70,0,2,100,0,0,22,75.86,159,834,0,11,0,GK
197,1937643,Daniel Alemão,Hougang United,0,0,16,20,57.14,412,91.15,23,62.16,26,11,0,0,0,21,1,0,1,32,0,DC,21,0,14,0,1.06,13,20,2,2,22,193,40,26,0,11,990,0,0,0,0,0,D,Right,6.89,1,0,0,5,0,0,0,0,47,40.52,35,452,10,7,2,D
198,1024199,Aizil Yazid,Young Lions,0,0,7,61,55.45,279,82.3,14,87.5,20,19,0,0,0,0,0,1,1,7,2,GK,1,0,4,0,0,1,0,0,0,56,177,60,34,0,18,1710,0,1,0,0,0,G,Right,6.85,0,54,83,0,0,0,1,0,18,81.82,110,339,0,6,1,GK
201,831625,Abdil Qaiyyim,Balestier Khalsa,0,0,11,7,28,253,86.35,14,50,36,10,0,0,0,8,0,0,0,46,0,DC,12,0,7,0,0.7,3,0,0,0,13,182,40,19,0,8,633,0,1,0,0,0,D,Right,6.8,0,0,0,2,0,0,3,0,27,40.3,25,293,6,1,0,D
202,869766,Rudy Khairullah,Geylang International,0,0,5,46,58.23,303,88.6,11,91.67,30,20,0,0,0,0,0,4,4,9,1,GK,2,0,5,0,0,0,0,0,0,38,167,39,30,0,20,1800,0,0,0,0,0,G,Left,6.75,0,34,59,0,1,100,0,0,17,77.27,79,342,0,4,1,GK
203,789595,Hassan Sunny,Albirex Niigata Singapore,0,0,20,127,69.02,514,88.32,8,88.89,41,30,0,0,0,0,0,3,5,10,1,GK,3,0,6,0,0,2,0,0,0,66,185,68,40,0,30,2700,0,0,0,0,0,G,Left,6.74,1,59,98,0,2,66.67,1,0,15,71.43,184,582,0,6,2,GK
207,1012815,Ryaan Sanizal,Young Lions,0,0,34,25,58.14,437,87.75,20,55.56,23,15,0,0,0,12,0,0,1,35,0,DC,24,0,9,0,0.2,17,0,0,0,28,175,61,37,0,12,1173,0,0,0,0,0,D,0,6.67,0,0,0,1,2,50,10,0,77,49.68,43,498,3,12,3,D
208,1970296,Deng Garang Chan,Balestier Khalsa,0,0,45,13,50,502,92.62,30,63.83,19,10,0,0,0,8,0,0,0,25,0,DC,19,0,13,0,0,6,0,0,0,0,0,40,0,0,9,900,0,0,0,0,0,D,0,6.67,0,0,0,3,1,100,0,0,56,43.41,0,542,5,6,0,D
210,1120613,Kieran Teo,Young Lions,2,50,63,46,53.49,501,83.78,23,42.59,21,14,0,0,0,16,0,0,0,70,0,DC,34,0,17,0,0.51,12,33.33,1,1,33,0,97,38,0,13,1260,1,0,0,0,0,D,0,6.66,0,0,0,1,4,80,5,4,59,32.24,86,598,3,3,3,D
215,1087752,Bill Mamadou,Young Lions,0,0,15,25,54.35,390,91.76,2,28.57,23,13,0,0,0,7,0,0,1,22,0,DC,22,0,3,0,0.03,5,0,0,0,18,0,35,26,0,8,807,2,0,0,0,0,D,Right,6.59,0,0,0,1,7,100,2,1,28,37.84,46,425,1,1,3,D
216,1024176,Hairul Syirhan,Geylang International,0,0,3,29,63.04,142,87.12,3,100,29,12,0,0,0,0,0,1,1,6,0,GK,2,0,3,0,0,1,0,0,0,23,178,21,10,0,11,1080,0,0,0,0,0,G,Right,6.59,0,21,28,0,0,0,2,0,5,55.56,46,163,0,3,2,GK
231,1024169,Fashah Iskandar,Tanjong Pagar United,0,0,7,27,42.86,76,63.87,6,85.71,30,7,0,0,0,0,0,0,0,5,1,GK,1,0,3,0,0,1,0,0,0,27,187,43,16,0,6,630,0,0,0,0,0,G,Right,6.47,0,19,29,0,0,0,0,0,8,72.73,63,119,0,1,0,GK
242,1108492,Aqil Yazid,Young Lions,0,0,35,17,53.13,496,88.41,24,46.15,21,21,0,0,1,18,1,0,0,59,0,DC,61,0,21,0,0.89,12,0,0,0,43,175,65,32,0,19,1581,0,0,0,0,0,D,Right,6.37,0,0,0,0,3,50,9,6,60,27.91,32,561,3,6,0,D
259,1895578,Marcus Mosses,Tanjong Pagar United,0,0,20,7,28,140,77.78,4,30.77,20,10,0,0,0,7,0,0,0,18,0,DC,23,0,5,0,0.26,15,0,0,0,17,0,40,3,0,7,682,0,0,0,0,0,D,Left,6.08,0,0,0,0,1,33.33,2,0,21,23.86,25,180,1,1,3,D
261,1108491,Kimura Riki,Tanjong Pagar United,0,0,2,15,48.39,69,79.31,3,100,0,7,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,29,0,18,13,0,7,630,0,0,0,0,0,0,0,5.91,0,7,17,0,0,0,0,0,6,100,31,87,0,3,0,GK
